,Polarity,Subjectivity,TopWord,Word%,WordCount,WordOccurence
0,0.0760989010989011,0.40195360195360197,chemical,2.880658436213992,243.0,7.0
1,0.005476190476190476,0.364047619047619,chemical,4.081632653061225,98.0,4.0
2,-0.16666666666666666,0.5,america,2.5,40.0,1.0
3,-0.049999999999999996,0.4416666666666667,kimberley,3.1914893617021276,94.0,3.0
4,0.129040404040404,0.29217171717171725,per,4.054054054054054,74.0,3.0
5,0.09772727272727272,0.40681818181818186,air,2.307692307692308,130.0,3.0
6,-0.07397959183673468,0.41649659863945576,johnson,2.380952380952381,84.0,2.0
7,0.07857142857142857,0.5779761904761904,image,4.938271604938271,81.0,4.0
8,-0.12604166666666664,0.20729166666666668,accounts,3.5294117647058822,85.0,3.0
9,-0.025,0.059848484848484845,macron,3.669724770642202,109.0,4.0
10,0.006349206349206347,0.3507936507936508,corbyn,2.1739130434782608,92.0,2.0
11,-0.001893939393939395,0.23007575757575757,idlib,4.123711340206185,97.0,4.0
12,0.08484848484848485,0.4287878787878788,regime,3.90625,128.0,5.0
13,-0.13846153846153847,0.3153846153846154,bbc,4.672897196261682,107.0,5.0
14,0.0,0.0,noticed,2.7777777777777777,36.0,1.0
15,-0.001704545454545462,0.2984848484848485,zammar,3.4722222222222223,144.0,5.0
16,-0.028095238095238093,0.2517460317460318,strike,3.1578947368421053,95.0,3.0
17,0.03782051282051282,0.3320512820512821,chemical,5.555555555555555,72.0,4.0
18,-0.15196078431372548,0.41372549019607835,corbyn,2.2222222222222223,135.0,3.0
19,0.0,0.0,noticed,2.7777777777777777,36.0,1.0
