,Polarity,Subjectivity,TopWord,Word%,WordCount,WordOccurence
0,0.2,0.30000000000000004,conservatives,8.333333333333332,12.0,1.0
1,0.19642857142857145,0.39560439560439564,chemical,2.479338842975207,121.0,3.0
2,-0.11664578111946533,0.4589181286549708,israel,4.294478527607362,163.0,7.0
3,-0.007580676898858716,0.3428948576675851,said,1.8567639257294428,377.0,7.0
4,0.029392869035726178,0.29714071642643075,mr,3.79746835443038,474.0,18.0
5,0.11014274981217131,0.32068441200672604,new,1.1111111111111112,720.0,8.0
6,0.0946089735809362,0.3925016183193751,new,1.293103448275862,696.0,9.0
7,0.09256187652926783,0.41057116192985765,mr,4.6966731898238745,511.0,24.0
8,0.08504058441558442,0.3494507575757575,times,1.1214953271028036,535.0,6.0
9,0.027644751082251083,0.38438852813852814,macron,2.0080321285140563,249.0,5.0
10,0.11057401336527549,0.4172855461690412,new,1.2213740458015268,655.0,8.0
11,0.1457398054620277,0.4323008781342113,times,2.3636363636363638,550.0,13.0
12,0.04417730258247499,0.3499015113239252,mr,2.5210084033613445,595.0,15.0
13,0.14327272727272727,0.604909090909091,clinton,3.4782608695652173,115.0,4.0
14,0.1546919350490779,0.4158495869210153,party,3.292181069958848,486.0,16.0
15,0.12108325523273977,0.35028897219618865,new,1.0852713178294573,645.0,7.0
16,0.08055555555555555,0.3977777777777778,like,1.89873417721519,158.0,3.0
17,0.09783549783549783,0.34170274170274173,members,1.6064257028112447,249.0,4.0
18,0.07178880643166358,0.3882359307359307,mr,2.5943396226415096,424.0,11.0
19,0.10009719245156136,0.35773074013365264,new,1.4423076923076923,624.0,9.0
