,Polarity,Subjectivity,TopWord,Word%,WordCount,WordOccurence
0,-0.1875,0.75,syria,2.941176470588235,34.0,1.0
1,0.02681734529560617,0.500132275132275,chemical,2.5,440.0,11.0
2,0.001315789473684213,0.23815789473684212,government,2.941176470588235,238.0,7.0
3,0.05122022422022421,0.38403119103119104,said,3.309692671394799,423.0,14.0
4,0.02,0.3,syria,3.9603960396039604,101.0,4.0
5,0.09090909090909091,0.3523809523809524,syria,3.90625,128.0,5.0
6,0.05536069651741294,0.3870078180525941,chemical,3.431372549019608,408.0,14.0
7,0.11481481481481481,0.3962962962962963,trump,5.555555555555555,36.0,2.0
8,0.0,0.025,british,2.941176470588235,34.0,1.0
9,0.04584477936329787,0.3572616820764969,air,3.5294117647058822,425.0,15.0
10,0.06740740740740739,0.3214814814814815,american,1.6042780748663104,187.0,3.0
11,-0.006397306397306411,0.27003367003367007,trump,4.761904761904762,42.0,2.0
12,0.0803109668109668,0.25704617604617597,president,1.812688821752266,331.0,6.0
13,0.05285285285285286,0.4436936936936937,et,2.185792349726776,366.0,8.0
14,0.25,0.5,pentagon,4.761904761904762,21.0,1.0
15,0.25,0.5,pentagon,4.761904761904762,21.0,1.0
16,0.016666666666666666,0.4000000000000001,nations,3.571428571428571,28.0,1.0
17,0.0,0.0,subscriber,16.666666666666664,12.0,2.0
18,-0.049628449328449335,0.28235189255189264,russian,2.3622047244094486,381.0,9.0
19,0.03334967320261437,0.3779901960784314,trump,3.9877300613496933,326.0,13.0
